id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,16119,405,0,106,157,440.0,152.0,1.0294692516326904,0.9883397817611694,0,0,512,512
1,16354,274,0,123,150,376.0,88.0,1.0292495489120483,0.9747676253318787,0,0,512,512
2,11729,39,0,88,141,56.0,104.0,1.023975133895874,0.9858726263046265,0,0,512,512
3,13824,0,444,216,67,152.0,456.0,1.0227595567703247,0.9791010618209839,0,0,512,512
4,29107,0,173,145,207,120.0,296.0,1.0173965692520142,0.9687627553939819,0,0,512,512
5,12739,138,0,91,148,184.0,72.0,1.0130466222763062,0.9856541156768799,0,0,512,512
6,3616,0,0,28,140,8.0,88.0,1.0094653367996216,0.9906336069107056,0,0,512,512
7,32679,275,0,236,158,408.0,136.0,1.0076498985290527,0.9611903429031372,0,0,512,512
8,13557,0,213,126,127,72.0,248.0,1.0076076984405518,0.9765254855155945,0,0,512,512
9,4517,218,402,45,109,248.0,504.0,1.0027194023132324,0.9756739139556885,0,0,512,512
10,24898,261,405,250,106,376.0,440.0,1.0026390552520752,0.9546597599983215,0,0,512,512
11,8717,264,404,247,43,344.0,408.0,0.9948539733886719,0.9771979451179504,0,0,512,512
12,15470,262,446,249,65,456.0,504.0,0.9937016367912292,0.9581092000007629,0,0,512,512
13,66783,144,181,367,193,344.0,248.0,0.9904170036315918,0.9511673450469971,0,0,512,512
14,4482,162,228,93,64,248.0,248.0,0.9893143177032471,0.9656454920768738,0,0,512,512
15,1618,0,405,59,28,8.0,408.0,0.9848441481590271,0.9846907258033752,0,0,512,512
16,4159,2,237,91,76,72.0,264.0,0.9838432669639587,0.9767165780067444,0,0,512,512
17,841,218,491,42,20,248.0,504.0,0.9832890033721924,0.9846516847610474,0,0,512,512
18,795,12,450,16,54,24.0,488.0,0.9822126626968384,0.9654321074485779,0,0,512,512
19,5626,177,0,51,147,184.0,136.0,0.9808875918388367,0.9768177270889282,0,0,512,512
20,4846,357,262,150,40,408.0,280.0,0.9805169105529785,0.9783363938331604,0,0,512,512
21,2470,61,407,90,29,88.0,408.0,0.9770448207855225,0.9799357652664185,0,0,512,512
22,2025,123,0,18,150,136.0,136.0,0.976352334022522,0.9799510836601257,0,0,512,512
23,815,31,450,16,55,40.0,488.0,0.9760741591453552,0.9697702527046204,0,0,512,512
24,3244,0,356,140,27,56.0,360.0,0.9757516980171204,0.9729400873184204,0,0,512,512
25,179,489,149,15,12,504.0,152.0,0.9754346609115601,0.9944444298744202,0,0,512,512
26,188,54,108,14,15,56.0,120.0,0.9750208854675293,0.9894179701805115,0,0,512,512
27,831,141,455,16,54,152.0,472.0,0.9738985300064087,0.9772998690605164,0,0,512,512
28,811,123,454,16,54,136.0,488.0,0.9734046459197998,0.9803921580314636,0,0,512,512
29,25542,19,405,492,106,504.0,488.0,0.9713902473449707,0.9831984639167786,0,0,512,512
30,542,275,307,46,12,296.0,312.0,0.971326470375061,0.9620253443717957,0,0,512,512
31,1748,153,410,64,29,168.0,424.0,0.9697524309158325,0.9718626737594604,0,0,512,512
32,806,86,452,31,55,88.0,504.0,0.9692200422286987,0.9646772146224976,0,0,512,512
33,657,455,267,25,33,472.0,296.0,0.9684487581253052,0.9728096723556519,0,0,512,512
34,794,87,453,14,54,88.0,488.0,0.9681403040885925,0.9727723002433777,0,0,512,512
35,2013,23,0,20,145,24.0,136.0,0.9678961038589478,0.9662095904350281,0,0,512,512
36,789,49,452,16,54,56.0,488.0,0.9675544500350952,0.9540372490882874,0,0,512,512
37,2536,261,236,87,59,296.0,264.0,0.967495322227478,0.9674039483070374,0,0,512,512
38,824,178,456,16,55,184.0,488.0,0.9668481349945068,0.973525881767273,0,0,512,512
39,460,329,309,41,12,360.0,312.0,0.9661870002746582,0.9784482717514038,0,0,512,512
40,1767,393,0,16,159,408.0,24.0,0.9654273986816406,0.9699499011039734,0,0,512,512
41,179,21,225,17,13,24.0,232.0,0.9651022553443909,0.9834254384040833,0,0,512,512
42,803,68,452,15,54,72.0,472.0,0.9648175239562988,0.9802225232124329,0,0,512,512
43,181,416,147,15,13,424.0,152.0,0.9632107615470886,0.988950252532959,0,0,512,512
44,2705,238,0,24,158,248.0,24.0,0.9625043869018555,0.9665210843086243,0,0,512,512
45,231,102,277,16,16,104.0,280.0,0.9577034115791321,0.9662446975708008,0,0,512,512
46,496,378,311,42,13,392.0,312.0,0.9563202857971191,0.9604743123054504,0,0,512,512
47,10603,0,384,221,56,24.0,392.0,0.956190824508667,0.9543408155441284,0,0,512,512
48,1167,64,31,23,66,72.0,40.0,0.9550163149833679,0.9589614868164062,0,0,512,512
49,804,105,454,15,54,120.0,456.0,0.9549065828323364,0.9573690891265869,0,0,512,512
50,807,162,87,24,53,168.0,120.0,0.9541813731193542,0.9742962121963501,0,0,512,512
